subject,Unknown,Left-Cerebral-Exterior,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,WM-hypointensities,Optic-Chiasm,Vermis
3mo_sub-298032.nii.gz,1.0,1.0,1.0,1.4142135623730951,164.0,164.0,164.0,2.23606797749979,164.0,14.594519519326425,11.09053650640942,5.196152422706632,164.0,164.0,7.280109889280517,1.4142135623730951,2.23606797749979,2.9914213562372782,1.7320508075688772,2.23606797749979,1.0,2.0,1.4142135623730951,164.0,164.0,40.422765862815474,42.941821107167776,37.1618083521241,164.0,164.0,32.14031735997639,1.0,2.449489742783178,2.23606797749979,2.23606797749979,39.509492530276816,1.0,1.4142135623730951,1.4142135623730951,164.0,164.0
4mo_sub-402408.nii.gz,2.23606797749979,1.4142135623730951,1.0,2.23606797749979,164.0,164.0,164.0,45.221676218380054,164.0,2.23606797749979,2.449489742783178,3.6055512754639887,164.0,164.0,7.681145747868607,2.23606797749979,2.8284271247461903,3.0,3.1622776601683795,2.23606797749979,2.0,5.270706689717814,7.283527856233967,164.0,164.0,2.23606797749979,2.23606797749979,2.8284271247461903,164.0,164.0,6.164414002968977,2.0,2.8284271247461903,41.04022252504213,2.23606797749979,2.449489742783178,2.23606797749979,4.242640687119285,6.545933850417872,164.0,164.0
5mo_sub-938316.nii.gz,1.0,1.0,1.0,1.0,1.0,158.0,1.0,158.0,158.0,1.0,1.0,1.0,6.708203932499369,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,1.7320508075688772,1.0,1.4142135623730951,3.741657386773941,1.0,158.0,1.6843752207894809,1.0,1.0,1.0,158.0,1.4142135623730951,1.4142135623730951,1.0,1.0,1.4142135623730951,1.7320508075688772,1.0,1.0,4.152989390993067,1.0,158.0,1.4142135623730951
6mo_sub-544404.nii.gz,1.0,1.0,1.0,1.0,1.4142135623730951,182.0,1.0,182.0,182.0,1.0,1.0,2.449489742783178,6.08842944900969,1.4142135623730951,1.4142135623730951,1.4142135623730951,3.0,1.4142135623730951,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.0,182.0,2.449489742783178,1.0,1.0,1.0,182.0,1.4142135623730951,1.4142135623730951,1.0,1.0,2.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,6.0,1.4142135623730951,182.0,2.23606797749979
7mo_sub-710922.nii.gz,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,214.0,1.9330127018922192,214.0,214.0,31.953090617340923,36.11094017053558,1.4142135623730951,52.747504199884226,3.0,2.23606797749979,1.0,1.0,37.30279985617869,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.0,214.0,5.0,2.8284271247461903,4.242640687119285,1.4142135623730951,214.0,2.8284271247461903,2.23606797749979,1.0,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,3.0,1.4142135623730951,214.0,2.449489742783178
8mo_sub-198202.nii.gz,1.4142135623730951,1.0,1.0,1.0,1.0,165.0,1.1449747468305809,165.0,165.0,1.4142135623730951,1.4142135623730951,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,2.0,1.0,1.0,2.23606797749979,1.0,165.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.23606797749979,165.0,1.4142135623730951,1.7320508075688772,1.0,1.0,1.4142135623730951,2.1298373876248737,1.0,1.0,2.845584412271565,1.0,165.0,1.7320508075688772
0mo_template_04.nii.gz,1.4142135623730951,1.0,1.4142135623730951,1.0,146.0,146.0,146.0,1.4142135623730951,146.0,10.44030650891055,8.660254037844387,12.84523257866513,146.0,146.0,5.0,3.449353932659465,1.4142135623730951,2.23606797749979,2.0,3.6055512754639887,1.4142135623730951,2.23606797749979,2.0,146.0,146.0,31.20897306865447,38.58756276314948,32.3086670949725,146.0,146.0,20.154398499321328,18.121805024651717,1.4142135623730951,30.947522832819885,24.300199232534894,32.15587038162705,5.0990195135927845,1.7320508075688772,4.024621125123524,146.0,146.0
0mo_template_20.nii.gz,1.0,1.0,1.0,1.0,134.0,134.0,134.0,1.0,134.0,1.0,1.0,1.0,134.0,134.0,1.0,1.0,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,1.0,134.0,134.0,1.0,1.0,1.0,134.0,134.0,1.0,1.0,1.0,1.0,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,134.0,134.0
2mo_sub-981664.nii.gz,1.0,1.0,1.0,1.0,150.0,150.0,150.0,2.0,150.0,1.0,1.0,1.0,150.0,150.0,1.4142135623730951,1.0,1.7320508075688772,1.7320508075688772,1.0,1.4142135623730951,1.0,1.0,1.0,150.0,150.0,1.0,1.0,2.0,150.0,150.0,1.0,1.4142135623730951,2.23606797749979,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,1.0,150.0,150.0
3mo_sub-116056.nii.gz,1.0,1.0,1.0,1.4142135623730951,182.0,182.0,182.0,1.0,182.0,1.0,1.0,3.0,182.0,182.0,1.4142135623730951,3.0,2.449489742783178,3.6055512754639887,3.0,1.4142135623730951,1.0,3.1622776601683795,2.0,182.0,182.0,1.0,1.0,2.23606797749979,182.0,182.0,1.4142135623730951,1.4142135623730951,2.23606797749979,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.0,2.0,1.4142135623730951,182.0,182.0
